"team_id","league_id","abbr","team_concat","name","location","conf","div","lat","lon","weather","region_lat","region_lon","source_team_id"
11303,1,MIA,NBA_MIA,Miami Heat,"Miami, FL",East,Southeast,25.781400,-80.188103,0,25.752500,-80.188100,
11205,1,MIL,NBA_MIL,Milwaukee Bucks,"Milwaukee, WI",East,Central,43.043600,-87.916901,0,43.043600,-87.916900,
12402,1,MIN,NBA_MIN,Minnesota Timberwolves,"Minneapolis, MN",West,Northwest,44.979400,-93.276100,0,44.981700,-93.278300,
12604,1,NOP,NBA_NOP,New Orleans Pelicans,"New Orleans, LA",West,Southwest,29.948900,-90.081902,0,29.573000,-90.452000,
11103,1,NYK,NBA_NYK,New York Knicks,"New York, NY",East,Atlantic,40.750600,-73.993599,0,40.722000,-74.010700,
12403,1,OKC,NBA_OKC,Oklahoma City Thunder,"Oklahoma City, OK",West,Northwest,35.463300,-97.514999,0,35.205900,-97.442600,
11304,1,ORL,NBA_ORL,Orlando Magic,"Orlando, FL",East,Southeast,28.539200,-81.383598,0,28.608000,-81.193000,
11104,1,PHI,NBA_PHI,Philadelphia 76ers,"Philadelphia, PA",East,Atlantic,39.901100,-75.171898,0,39.905800,-75.166400,
12504,1,PHX,NBA_PHX,Phoenix Suns,"Phoenix, AZ",West,Pacific,33.445800,-112.070999,0,33.445300,-112.067000,
12404,1,POR,NBA_POR,Portland Trail Blazers,"Portland, OR",West,Northwest,45.531700,-122.667000,0,45.531700,-122.667000,
12505,1,SAC,NBA_SAC,Sacramento Kings,"Sacramento, CA",West,Pacific,38.649200,-121.517998,0,38.649200,-121.518000,
12605,1,SAN,NBA_SAN,San Antonio Spurs,"San Antonio, TX",West,Southwest,29.426900,-98.437500,0,29.416900,-98.478900,
11105,1,TOR,NBA_TOR,Toronto Raptors,"Toronto, ON",East,Atlantic,43.643300,-79.379204,0,43.641400,-79.389200,
12405,1,UTA,NBA_UTA,Utah Jazz,"Salt Lake City, UT",West,Northwest,40.768300,-111.901001,0,40.759900,-111.849000,
11305,1,WAS,NBA_WAS,Washington Wizards,"Washington, DC",East,Southeast,38.898100,-77.020798,0,38.872800,-77.007500,
22801,2,ARI,NFL_ARI,Arizona Cardinals,"Glendale, AZ",NFC,West,33.528000,-112.263000,0,33.445300,-112.067000,22
22701,2,ATL,NFL_ATL,Atlanta Falcons,"Atlanta, GA",NFC,South,33.452000,-84.239998,0,33.772600,-84.392900,1
21201,2,BAL,NFL_BAL,Baltimore Ravens,"Baltimore, MD",AFC,North,39.164000,-76.372200,1,38.872800,-77.007500,33
21202,2,CIN,NFL_CIN,Cincinnati Bengals,"Cincinnati, OH",AFC,North,39.095000,-84.515999,1,39.095000,-84.516000,4
21101,2,BUF,NFL_BUF,Buffalo Bills,"Orchard Park, NY",AFC,East,42.774000,-78.787003,1,42.774000,-78.787000,2
22702,2,CAR,NFL_CAR,Carolina Panthers,"Charlotte, NC",NFC,South,35.133300,-80.511002,1,35.133300,-80.511000,29
22601,2,CHI,NFL_CHI,Chicago Bears,"Chicago, IL",NFC,North,41.862300,-87.616699,1,41.862300,-87.616700,3
21203,2,CLE,NFL_CLE,Cleveland Browns,"Cleveland, OH",AFC,North,41.302200,-81.415802,1,41.302200,-81.415800,5
22501,2,DAL,NFL_DAL,Dallas Cowboys,"Arlington, TX",NFC,East,32.445200,-97.533997,0,32.837700,-96.782700,6
21401,2,DEN,NFL_DEN,Denver Broncos,"Denver, CO",AFC,West,39.443800,-105.112000,1,39.443800,-105.112000,7
22602,2,DET,NFL_DET,Detroit Lions,"Detroit, MI",NFC,North,42.202400,-83.244003,0,42.339200,-83.048600,8
22603,2,GB,NFL_GB,Green Bay Packers,"Green Bay, WI",NFC,North,44.305000,-88.344002,1,44.305000,-88.344000,9
21301,2,HOU,NFL_HOU,Houston Texans,"Houston, TX",AFC,South,9.415000,-95.243896,0,29.716200,-95.409300,34
21302,2,IND,NFL_IND,Indianapolis Colts,"Indianapolis, IN",AFC,South,39.453600,-86.949699,0,39.453600,-86.949700,11
21303,2,JAX,NFL_JAX,Jacksonville Jaguars,"Jacksonville, FL",AFC,South,30.192600,-81.381500,1,30.192600,-81.381500,30
21402,2,KC,NFL_KC,Kansas City Chiefs,"Kansas City, MO",AFC,West,39.256000,-94.292000,1,39.051000,-94.480000,12
21404,2,LAC,NFL_LAC,Los Angeles Chargers,"Inglewood, CA",AFC,West,33.953000,-118.338997,1,34.073600,-118.240000,24
22802,2,LAR,NFL_LAR,Los Angeles Rams,"Inglewood, CA",NFC,West,33.953000,-118.338997,0,34.073600,-118.240000,14
21403,2,LV,NFL_LV,Las Vegas Raiders,"Paradise, NV",AFC,West,36.052600,-115.112000,0,36.086000,-115.017000,13
21102,2,MIA,NFL_MIA,Miami Dolphins,"Miami, FL",AFC,East,25.958000,-80.239304,1,25.752500,-80.188100,15
22604,2,MIN,NFL_MIN,Minnesota Vikings,"Minneapolis, MN",NFC,North,44.974000,-93.258003,0,44.981700,-93.278300,16
21103,2,NE,NFL_NE,New England Patriots,"Foxborough, MA",AFC,East,42.091000,-71.264000,1,42.346200,-71.097700,17
22703,2,NO,NFL_NO,New Orleans Saints,"New Orleans, LA",NFC,South,29.573000,-90.452003,0,29.573000,-90.452000,18
22502,2,NYG,NFL_NYG,New York Giants,"East Rutherford, NJ",NFC,East,40.484900,-74.427696,1,40.722000,-74.010700,19
21104,2,NYJ,NFL_NYJ,New York Jets,"East Rutherford, NJ",AFC,East,40.484900,-74.427696,1,40.722000,-74.010700,20
22503,2,PHI,NFL_PHI,Philadelphia Eagles,"Philadelphia, PA",NFC,East,39.543000,-75.102997,1,39.905800,-75.166400,21
21204,2,PIT,NFL_PIT,Pittsburgh Steelers,"Pittsburgh, PA",AFC,North,40.264800,-80.056999,1,40.446900,-80.005800,23
22804,2,SEA,NFL_SEA,Seattle Seahawks,"Seattle, WA",NFC,West,47.595200,-122.332001,1,47.591000,-122.333000,26
22803,2,SF,NFL_SF,San Francisco 49ers,"Santa Clara, CA",NFC,West,37.403000,-121.970001,1,37.778600,-122.389000,25
22704,2,TB,NFL_TB,Tampa Bay Buccaneers,"Tampa, FL",NFC,South,27.583300,-82.301201,1,27.976000,-82.503300,27
21304,2,TEN,NFL_TEN,Tennessee Titans,"Nashville, TN",AFC,South,36.959000,-86.461700,1,36.959000,-86.461700,10
22504,2,WAS,NFL_WAS,Washington Commanders,"Landover, MD",NFC,East,38.542800,-76.515198,1,38.872800,-77.007500,28
32401,3,AHA,NHL_AHA,Anaheim Ducks,"Anaheim, CA",Western,Pacific,33.807800,-117.876999,0,34.073600,-118.240000,
31101,3,BOS,NHL_BOS,Boston Bruins,"Boston, MA",Eastern,Atlantic,42.366300,-71.062202,0,42.346200,-71.097700,
31102,3,BUF,NHL_BUF,Buffalo Sabres,"Buffalo, NY",Eastern,Atlantic,42.875000,-78.876404,0,42.774000,-78.787000,
31201,3,CAR,NHL_CAR,Carolina Hurricanes,"Raleigh, NC",Eastern,Metropolitan,35.803300,-78.721901,0,35.803300,-78.721900,
31202,3,CBJ,NHL_CBJ,Columbus Blue Jackets,"Columbus, OH",Eastern,Metropolitan,39.969300,-83.006104,0,39.969300,-83.006100,
32402,3,CGY,NHL_CGY,Calgary Flames,"Calgary, AB",Western,Pacific,51.037400,-114.052002,0,51.037400,-114.052000,
32301,3,CHI,NHL_CHI,Chicago Blackhawks,"Chicago, IL",Western,Central,41.880600,-87.674202,0,41.880600,-87.674200,
32302,3,COL,NHL_COL,Colorado Avalanche,"Denver, CO",Western,Central,39.748700,-105.008003,0,39.443800,-105.112000,
32303,3,DAL,NHL_DAL,Dallas Stars,"Dallas, TX",Western,Central,32.790600,-96.810303,0,32.837700,-96.782700,
31103,3,DET,NHL_DET,Detroit Red Wings,"Detroit, MI",Eastern,Atlantic,42.341100,-83.055000,0,42.339200,-83.048600,
32403,3,EDM,NHL_EDM,Edmonton Oilers,"Edmonton, AB",Western,Pacific,53.546900,-113.498001,0,53.546900,-113.498000,
31104,3,FLA,NHL_FLA,Florida Panthers,"Sunrise, FL",Eastern,Atlantic,26.158300,-80.325600,0,25.752500,-80.188100,
32404,3,LAK,NHL_LAK,Los Angeles Kings,"Los Angeles, CA",Western,Pacific,34.043100,-118.266998,0,34.073600,-118.240000,
32304,3,MIN,NHL_MIN,Minnesota Wild,"Saint Paul, MN",Western,Central,44.944700,-93.101097,0,44.981700,-93.278300,
31105,3,MTL,NHL_MTL,Montreal Canadiens,"Montreal, QC",Eastern,Atlantic,45.496100,-73.569397,0,45.496100,-73.569400,
31203,3,NJD,NHL_NJD,New Jersey Devils,"Newark, NJ",Eastern,Metropolitan,40.733600,-74.171097,0,40.722000,-74.010700,
32305,3,NSH,NHL_NSH,Nashville Predators,"Nashville, TN",Western,Central,36.159200,-86.778603,0,36.159200,-86.778600,
31204,3,NYI,NHL_NYI,New York Islanders,"Elmont, NY",Eastern,Metropolitan,40.712100,-73.727203,0,40.722000,-74.010700,
31205,3,NYR,NHL_NYR,New York Rangers,"New York, NY",Eastern,Metropolitan,40.750600,-73.993599,0,40.722000,-74.010700,
31106,3,OTT,NHL_OTT,Ottawa Senators,"Ottawa, ON",Eastern,Atlantic,45.296900,-75.926804,0,45.296900,-75.926800,
31206,3,PHI,NHL_PHI,Philadelphia Flyers,"Philadelphia, PA",Eastern,Metropolitan,39.901100,-75.171898,0,39.905800,-75.166400,
31207,3,PIT,NHL_PIT,Pittsburgh Penguins,"Pittsburgh, PA",Eastern,Metropolitan,40.439400,-79.989197,0,40.446900,-80.005800,
32406,3,SEA,NHL_SEA,Seattle Kraken,"Seattle, WA",Western,Pacific,47.622000,-122.353996,0,47.591000,-122.333000,
32405,3,SJS,NHL_SJS,San Jose Sharks,"San Jose, CA",Western,Pacific,37.332800,-121.901001,0,37.778600,-122.389000,
32306,3,STL,NHL_STL,St. Louis Blues,"St. Louis, MO",Western,Central,38.626700,-90.202499,0,38.622500,-90.193100,
31107,3,TBL,NHL_TBL,Tampa Bay Lightning,"Tampa, FL",Eastern,Atlantic,27.942700,-82.451797,0,27.976000,-82.503300,
31108,3,TOR,NHL_TOR,Toronto Maple Leafs,"Toronto, ON",Eastern,Atlantic,43.643300,-79.379204,0,43.641400,-79.389200,
32307,3,UTA,NHL_UTA,Utah Hockey Club,"Salt Lake City, UT",Western,Central,40.768400,-111.902000,0,40.759900,-111.849000,
32407,3,VAN,NHL_VAN,Vancouver Canucks,"Vancouver, BC",Western,Pacific,49.277800,-123.109001,0,49.277800,-123.109000,
32408,3,VGK,NHL_VGK,Vegas Golden Knights,"Paradise, NV",Western,Pacific,36.102800,-115.178001,0,36.086000,-115.017000,
32308,3,WPG,NHL_WPG,Winnipeg Jets,"Winnipeg, MB",Western,Central,49.892800,-97.143600,0,49.892800,-97.143600,
31208,3,WSH,NHL_WSH,Washington Capitals,"Washington, DC",Eastern,Metropolitan,38.898200,-77.020897,0,38.872800,-77.007500,
42601,4,ARI,MLB_ARI,Arizona Diamondbacks,"Phoenix, AZ",NL,West,33.445300,-112.067001,0,33.445300,-112.067000,
42401,4,ATL,MLB_ATL,Atlanta Braves,"Cumberland, GA",NL,East,33.890000,-84.468002,1,33.890000,-84.468000,
41101,4,BAL,MLB_BAL,Baltimore Orioles,"Baltimore, MD",AL,East,39.283900,-76.621696,1,38.872800,-77.007500,
41102,4,BOS,MLB_BOS,Boston Red Sox,"Boston, MA",AL,East,42.346200,-71.097702,1,42.346200,-71.097700,
42501,4,CHI,MLB_CHI,Chicago Cubs,"Chicago, IL",NL,Central,41.948100,-87.655602,1,41.948100,-87.655600,
42502,4,CIN,MLB_CIN,Cincinnati Reds,"Cincinnati, OH",NL,Central,39.097500,-84.506699,1,39.097500,-84.506700,
41202,4,CLE,MLB_CLE,Cleveland Guardians,"Cleveland, OH",AL,Central,41.495800,-81.685303,1,41.495800,-81.685300,
42602,4,COL,MLB_COL,Colorado Rockies,"Denver, CO",NL,West,39.756100,-104.994003,1,39.443800,-105.112000,
41203,4,DET,MLB_DET,Detroit Tigers,"Detroit, MI",AL,Central,42.339200,-83.048599,1,42.339200,-83.048600,
41301,4,HOU,MLB_HOU,Houston Astros,"Houston, TX",AL,West,29.756900,-95.355598,0,29.716200,-95.409300,
41204,4,KC,MLB_KC,Kansas City Royals,"Kansas City, MO",AL,Central,39.051000,-94.480003,1,39.051000,-94.480000,
41302,4,LAA,MLB_LAA,Los Angeles Angels,"Anaheim, CA",AL,West,33.800300,-117.883003,1,34.073600,-118.240000,
42603,4,LAD,MLB_LAD,Los Angeles Dodgers,"Los Angeles, CA",NL,West,34.073600,-118.239998,1,34.073600,-118.240000,
42402,4,MIA,MLB_MIA,Miami Marlins,"Miami, FL",NL,East,25.778100,-80.219704,0,25.752500,-80.188100,
42503,4,MIL,MLB_MIL,Milwaukee Brewers,"Milwaukee, WI",NL,Central,43.028300,-87.971100,0,43.028300,-87.971100,
41205,4,MIN,MLB_MIN,Minnesota Twins,"Minneapolis, MN",AL,Central,44.981700,-93.278297,1,44.981700,-93.278300,
42403,4,NYM,MLB_NYM,New York Mets,"New York, NY",NL,East,40.756900,-73.845802,1,40.722000,-74.010700,
41103,4,NYY,MLB_NYY,New York Yankees,"New York, NY",AL,East,40.829200,-73.926399,1,40.722000,-74.010700,
41303,4,OAK,MLB_OAK,Oakland Athletics,"Oakland, CA",AL,West,37.751700,-122.200996,1,37.778600,-122.389000,
42404,4,PHI,MLB_PHI,Philadelphia Phillies,"Philadelphia, PA",NL,East,39.905800,-75.166397,1,39.905800,-75.166400,
42504,4,PIT,MLB_PIT,Pittsburgh Pirates,"Pittsburgh, PA",NL,Central,40.446900,-80.005798,1,40.446900,-80.005800,
42604,4,SD,MLB_SD,San Diego Padres,"San Diego, CA",NL,West,32.707300,-117.156998,1,32.707300,-117.157000,
41304,4,SEA,MLB_SEA,Seattle Mariners,"Seattle, WA",AL,West,47.591000,-122.333000,0,47.591000,-122.333000,
42605,4,SF,MLB_SF,San Francisco Giants,"San Francisco, CA",NL,West,37.778600,-122.389000,1,37.778600,-122.389000,
41201,4,SOX,MLB_SOX,Chicago White Sox,"Chicago, IL",AL,Central,41.830000,-87.633904,1,41.830000,-87.633900,
42505,4,STL,MLB_STL,St. Louis Cardinals,"St. Louis, MO",NL,Central,38.622500,-90.193100,1,38.622500,-90.193100,
41104,4,TB,MLB_TB,Tampa Bay Rays,"St. Petersburg, FL",AL,East,27.768300,-82.653297,0,27.976000,-82.503300,
41305,4,TEX,MLB_TEX,Texas Rangers,"Arlington, TX",AL,West,32.747400,-97.084198,0,32.747400,-97.084200,
41105,4,TOR,MLB_TOR,Toronto Blue Jays,"Toronto, ON",AL,East,43.641400,-79.389198,0,43.641400,-79.389200,
42405,4,WSH,MLB_WSH,Washington Nationals,"Washington, DC",NL,East,38.872800,-77.007500,1,38.872800,-77.007500,
50801,5,AFA,CFB_AFA,Air Force,"Colorado Springs, CO",MTNW,,38.996900,-104.844002,1,39.443800,-105.112000,2005
50701,5,AKR,CFB_AKR,Akron,"Akron, OH",MAC,,41.072600,-81.508400,1,41.072600,-81.508400,2006
51101,5,APP,CFB_APP,Appalachian State,"Boone, NC",SUNB,,36.211500,-81.685501,1,36.211500,-81.685500,2026
51001,5,ARK,CFB_ARK,Arkansas,"Fayetteville, AR",SEC,,36.067900,-94.178802,1,36.067900,-94.178800,8
50101,5,ARMY,CFB_ARMY,Army,"West Point, NY",AAC,,41.387100,-73.964104,1,41.387100,-73.964100,349
51102,5,ARST,CFB_ARST,Arkansas State,"Jonesboro, AR",SUNB,,35.849000,-90.667702,1,35.849000,-90.667700,2032
51002,5,AUB,CFB_AUB,Auburn,"Auburn, AL",SEC,,32.602400,-85.488899,1,32.602400,-85.488900,2
50401,5,ARIZ,CFB_ARIZ,Arizona,"Tucson, AZ",B12,,32.228300,-110.948997,1,32.228300,-110.949000,12
50402,5,ASU,CFB_ASU,Arizona State,"Tempe, AZ",B12,,33.426400,-111.932999,1,33.445300,-112.067000,9
50702,5,BALL,CFB_BALL,Ball State,"Muncie, IN",MAC,,40.216000,-85.417702,1,40.216000,-85.417700,2050
51003,5,ALA,CFB_ALA,Alabama,"Tuscaloosa, AL",SEC,,33.207500,-87.550400,1,33.207500,-87.550400,333
50403,5,BAY,CFB_BAY,Baylor,"Waco, TX",B12,East,31.558700,-97.115601,1,31.558700,-97.115600,239
50201,5,BC,CFB_BC,Boston College,"Chestnut Hill, MA",ACC,,42.335100,-71.166496,1,42.346200,-71.097700,103
50703,5,BGSU,CFB_BGSU,Bowling Green,"Bowling Green, OH",MAC,,41.378100,-83.622498,1,41.378100,-83.622500,189
50802,5,BOIS,CFB_BOIS,Boise State,"Boise, ID",MTNW,,43.602700,-116.195999,1,43.602700,-116.196000,68
50704,5,BUFF,CFB_BUFF,Buffalo,"Orchard Park, NY",MAC,,42.999100,-78.777496,1,42.774000,-78.787000,2084
50404,5,BYU,CFB_BYU,BYU,"Provo, UT",B12,Central,40.257500,-111.653999,1,40.257500,-111.654000,252
50202,5,CAL,CFB_CAL,California,"Berkeley, CA",ACC,,37.870700,-122.250999,1,37.778600,-122.389000,25
51103,5,CCU,CFB_CCU,Coastal Carolina,"Conway, SC",SUNB,,33.792200,-79.017303,1,33.792200,-79.017300,324
50102,5,CHAR,CFB_CHAR,Charlotte,"Charlotte, NC",AAC,,35.310300,-80.740501,1,35.310300,-80.740500,2429
50405,5,CIN,CFB_CIN,Cincinnati,"Cincinnati, OH",B12,,39.131300,-84.516296,1,39.131300,-84.516300,2132
50203,5,CLEM,CFB_CLEM,Clemson,"Clemson, SC",ACC,,34.678700,-82.843201,1,34.678700,-82.843200,228
50705,5,CMU,CFB_CMU,Central Michigan,"Mount Pleasant, MI",MAC,,43.577600,-84.770798,1,43.577600,-84.770800,2117
50406,5,COLO,CFB_COLO,Colorado,"Boulder, CO",B12,Central,40.009400,-105.266998,1,39.443800,-105.112000,38
50601,5,CONN,CFB_CONN,Connecticut,"Storrs, CT",IND,,41.759900,-72.618896,1,41.759900,-72.618900,41
50803,5,CSU,CFB_CSU,Colorado State,"Fort Collins, CO",MTNW,Central,40.561700,-105.139999,1,39.443800,-105.112000,36
50204,5,DUKE,CFB_DUKE,Duke,"Durham, NC",ACC,,35.995300,-78.941704,1,35.803300,-78.721900,150
50103,5,ECU,CFB_ECU,East Carolina,"Greensville, NC",AAC,,35.596400,-77.365196,1,35.803300,-78.721900,151
50706,5,EMU,CFB_EMU,Eastern Michigan,"Ypsilanti, MI",MAC,,42.255800,-83.647797,1,42.339200,-83.048600,2199
50104,5,FAU,CFB_FAU,Florida Atlantic,"Boca Raton, FL",AAC,,26.375500,-80.101700,1,25.752500,-80.188100,2226
50501,5,FIU,CFB_FIU,Florida International,"Miami, FL",CUSA,,25.752500,-80.377899,1,25.752500,-80.188100,2229
51004,5,FLA,CFB_FLA,Florida,"Gainesville, FL",SEC,Central,29.649900,-82.348701,1,29.649900,-82.348700,57
50804,5,FRES,CFB_FRES,Fresno State,"Fresno, CA",MTNW,,36.814300,-119.758003,1,36.814300,-119.758000,278
50205,5,FSU,CFB_FSU,Florida State,"Tallahassee, FL",ACC,East,30.437500,-84.304497,1,30.437500,-84.304500,52
51015,5,UGA,CFB_UGA,Georgia,"Athens, GA",SEC,,33.949800,-83.373398,1,33.949800,-83.373400,61
51104,5,GASO,CFB_GASO,Georgia Southern,"Statesboro, GA",SUNB,,32.412200,-81.783203,1,32.412200,-81.783200,290
51105,5,GAST,CFB_GAST,Georgia State,"Atlanta, GA",SUNB,East,33.757600,-84.401100,1,33.772600,-84.392900,2247
50206,5,GT,CFB_GT,Georgia Tech,"Atlanta, GA",ACC,Central,33.772600,-84.392899,1,33.772600,-84.392900,59
50805,5,HAW,CFB_HAW,Hawaii,"Honolulu, HI",MTNW,,21.372800,-157.929993,1,21.372800,-157.930000,62
50414,5,HOU,CFB_HOU,Houston,"Houston, TX",B12,,29.721800,-95.349098,1,29.716200,-95.409300,248
50303,5,IOWA,CFB_IOWA,Iowa,"Iowa City, IA",B10,,41.658400,-91.551498,1,41.658400,-91.551500,2294
50407,5,ISU,CFB_ISU,Iowa State,"Ames, IA",B12,Central,42.014000,-93.635803,1,42.014000,-93.635800,66
50301,5,ILL,CFB_ILL,Illinois,"Champaign, IL",B10,East,40.099300,-88.236000,1,40.099300,-88.236000,356
50302,5,IND,CFB_IND,Indiana,"Bloomington, IN",B10,,39.180900,-86.525597,1,39.180900,-86.525600,84
51106,5,JMU,CFB_JMU,James Madison,"Harrisonburg, VA",SUNB,,38.435100,-78.873398,1,38.435100,-78.873400,256
50502,5,JVST,CFB_JVST,Jacksonville State,"Jacksonville, AL",CUSA,,32.329600,-90.179802,1,33.820800,-85.767500,55
50503,5,KENN,CFB_KENN,Kennesaw State,"Kennesaw, GA",CUSA,,34.023400,-84.615501,1,34.023400,-84.615500,338
50707,5,KENT,CFB_KENT,Kent State,"Kent, OH",MAC,,41.139100,-81.313400,1,41.139100,-81.313400,2309
50409,5,KU,CFB_KU,Kansas,"Lawrence, KS",B12,,38.962900,-95.246300,1,38.962900,-95.246300,2305
50408,5,KSU,CFB_KSU,Kansas State,"Manhattan, KS",B12,,39.201900,-96.593803,1,39.201900,-96.593800,2306
51005,5,UK,CFB_UK,Kentucky,"Lexington, KY",SEC,,38.022600,-84.505203,1,38.022600,-84.505200,96
51107,5,UL,CFB_UL,Louisiana,"Lafayette, LA",SUNB,,30.215800,-92.016296,1,30.215800,-92.016300,309
50505,5,LAT,CFB_LAT,Louisiana Tech,"Ruston, LA",CUSA,,32.532200,-92.655998,1,32.532200,-92.656000,2348
50504,5,LIB,CFB_LIB,Liberty,"Lynchburg, VA",CUSA,,37.354400,-79.175003,1,37.354400,-79.175000,2335
50207,5,LOU,CFB_LOU,Louisville,"Louisville, KY",ACC,Pacific,38.205400,-85.758102,1,38.205400,-85.758100,97
51006,5,LSU,CFB_LSU,LSU,"Baton Rouge, LA",SEC,East,30.412000,-91.183800,1,30.412000,-91.183800,99
50602,5,MASS,CFB_MASS,Massachusetts,"Amherst, MA",IND,,42.377500,-72.535599,1,42.377500,-72.535600,113
51108,5,MRSH,CFB_MRSH,Marshall,"Huntington, WV",SUNB,,38.424900,-82.421898,1,38.424900,-82.421900,276
50304,5,MD,CFB_MD,Maryland,"College Park, MD",B10,,38.991200,-76.947304,1,38.872800,-77.007500,120
50105,5,MEM,CFB_MEM,Memphis,"Memphis, TN",AAC,,35.120900,-89.978104,1,35.120900,-89.978100,235
50307,5,MICH,CFB_MICH,Michigan,"Ann Arbor, MI",B10,,42.265900,-83.748703,1,42.339200,-83.048600,130
50208,5,MIA,CFB_MIA,Miami (FL),"Miami, FL",ACC,,25.957900,-80.238800,1,25.752500,-80.188100,2390
50708,5,MIOH,CFB_MIOH,Miami (OH),"Oxford, OH",MAC,,39.519400,-84.733398,1,39.519400,-84.733400,193
50306,5,MSU,CFB_MSU,Michigan State,"East Lansing, MI",B10,,42.728200,-84.484901,1,42.728200,-84.484900,127
50305,5,MINN,CFB_MINN,Minnesota,"Minneapolis, MN",B10,,44.976500,-93.224602,1,44.981700,-93.278300,135
51007,5,MIZ,CFB_MIZ,Missouri,"Columbia, MO",SEC,Central,38.935900,-92.333099,1,38.935900,-92.333100,142
51010,5,MISS,CFB_MISS,Ole Miss,"Oxford, MS",SEC,,34.362200,-89.534103,1,34.362200,-89.534100,145
51008,5,MSST,CFB_MSST,Mississippi State,"Starkville, MS",SEC,Central,33.456200,-88.793404,1,33.456200,-88.793400,344
50506,5,MTSU,CFB_MTSU,Middle Tennessee State,"Murfreesboro, TN",CUSA,,35.851100,-86.368401,1,35.851100,-86.368400,2393
50106,5,NAVY,CFB_NAVY,Navy,"Annapolis, MD",AAC,,38.984800,-76.507103,1,38.872800,-77.007500,2426
50209,5,UNC,CFB_UNC,North Carolina,"Chapel Hill, NC",ACC,Central,35.907000,-79.047897,1,35.803300,-78.721900,153
50210,5,NCST,CFB_NCST,North Carolina State,"Raleigh, NC",ACC,Central,35.800800,-78.719498,1,35.803300,-78.721900,152
50603,5,ND,CFB_ND,Notre Dame,"South Bend, IN",IND,,41.698400,-86.233803,1,41.698400,-86.233800,87
50308,5,NEB,CFB_NEB,Nebraska,"Lincoln, NE",B10,,40.820500,-96.705704,1,40.820500,-96.705700,158
50709,5,NIU,CFB_NIU,Northern Illinois,"DeKalb, IL",MAC,,41.934000,-88.778198,1,41.934000,-88.778200,2459
50806,5,UNM,CFB_UNM,New Mexico,"Albuquerque, NM",MTNW,,32.279800,-106.740997,1,32.279800,-106.741000,167
50507,5,NMSU,CFB_NMSU,New Mexico State,"Las Cruces, NM",CUSA,,35.067600,-106.627998,1,31.773300,-106.508000,166
50107,5,UNT,CFB_UNT,North Texas,"Denton, TX",AAC,,33.203900,-97.159203,1,33.203900,-97.159200,249
50807,5,NEV,CFB_NEV,Nevada,"Reno, NV",MTNW,,39.546900,-119.818001,1,39.546900,-119.818000,2440
50309,5,NW,CFB_NW,Northwestern,"Evanston, IL",B10,,42.065400,-87.692497,1,42.065400,-87.692500,77
50710,5,OHIO,CFB_OHIO,Ohio,"Athens, OH",MAC,,39.321300,-82.103401,1,39.321300,-82.103400,195
50311,5,OSU,CFB_OSU,Ohio State,"Columbus, OH",B10,,40.001700,-83.019699,1,40.001700,-83.019700,194
51009,5,OU,CFB_OU,Oklahoma,"Norman, OK",SEC,Pacific,35.205900,-97.442596,1,35.205900,-97.442600,201
50410,5,OKST,CBB_OKST,Oklahoma State,"Stillwater, OK",B12,,36.125700,-97.066498,1,36.125700,-97.066500,197
